"","FY","VendorSize","Place","Area","CrisisFunding","Amount","Actions"
"1190",2013,"Medium","Domestic","Products","ARRA",0.00648230814804804,NA
"1191",2013,"Medium","Domestic","Products","Disaster",0.227422250681879,377
"1192",2013,"Medium","Domestic","Products","OCO",0.208609908782833,NA
"1193",2013,"Medium","Domestic","Products","Residual",24.2968031195812,NA
"1194",2013,"Medium","Domestic","Services","ARRA",0.11364137716212,NA
"1195",2013,"Medium","Domestic","Services","Disaster",1.01172682256987,NA
"1196",2013,"Medium","Domestic","Services","OCO",0.0923044961509908,NA
"1197",2013,"Medium","Domestic","Services","Residual",55.9861427058477,NA
"1198",2013,"Medium","Domestic","R&D","ARRA",0.00873574181002871,27
"1199",2013,"Medium","Domestic","R&D","Disaster",0.00205615247503124,19
"1200",2013,"Medium","Domestic","R&D","OCO",0.000360638239022223,NA
"1201",2013,"Medium","Domestic","R&D","Residual",10.8181830899886,NA
"1202",2013,"Medium","Iraq","Products","Residual",0.050628379935605,195
"1203",2013,"Medium","Iraq","Services","OCO",0.000314437364071256,20
"1204",2013,"Medium","Iraq","Services","Residual",0.352578574020381,649
"1205",2013,"Medium","Iraq","R&D","OCO",0,2
"1206",2013,"Medium","Iraq","R&D","Residual",0.0022265637223727,11
"1207",2013,"Medium","Regional Support","Products","Disaster",1.69823124131815e-07,1
"1208",2013,"Medium","Regional Support","Products","OCO",0.000916603690419929,24
"1209",2013,"Medium","Regional Support","Products","Residual",0.102029629581843,1055
"1210",2013,"Medium","Regional Support","Services","OCO",0.151486829920305,145
"1211",2013,"Medium","Regional Support","Services","Residual",1.00024181562361,413970
"1212",2013,"Medium","Regional Support","R&D","OCO",0.0162201800937797,156
"1213",2013,"Medium","Regional Support","R&D","Residual",0.0138677995443084,13
"1214",2013,"Medium","Rest of World","Products","ARRA",2.06655392524579e-05,20
"1215",2013,"Medium","Rest of World","Products","Disaster",2.25092831803806e-05,2
"1216",2013,"Medium","Rest of World","Products","OCO",0.0125329736091201,51
"1217",2013,"Medium","Rest of World","Products","Residual",6.14075907415488,86193
"1218",2013,"Medium","Rest of World","Services","ARRA",0.0196146604523727,34
"1219",2013,"Medium","Rest of World","Services","Disaster",0.0134669619074958,21
"1220",2013,"Medium","Rest of World","Services","OCO",0.0541433582301718,39153
"1221",2013,"Medium","Rest of World","Services","Residual",7.71101426852407,91339
"1222",2013,"Medium","Rest of World","R&D","ARRA",-2.98477006049857e-10,1
"1223",2013,"Medium","Rest of World","R&D","Residual",0.27177176315139,518
"1224",2013,"Small","Afghanistan","Products","OCO",0.00669731248792429,54
"1225",2013,"Small","Afghanistan","Products","Residual",0.0806552090970785,154
"1226",2013,"Small","Afghanistan","Services","OCO",0.27905861337266,1542
"1227",2013,"Small","Afghanistan","Services","Residual",0.39953889323771,3309
"1228",2013,"Small","Afghanistan","R&D","OCO",0.0248137383473908,6
"1229",2013,"Small","Afghanistan","R&D","Residual",0.0816020274604362,45
"1230",2013,"Small","Domestic","Products","ARRA",0.0241699131221538,NA
"1231",2013,"Small","Domestic","Products","Disaster",0.10207363362486,866
"1232",2013,"Small","Domestic","Products","OCO",0.224957795773329,375
"1233",2013,"Small","Domestic","Products","Residual",24.6906311631285,NA
"1234",2013,"Small","Domestic","Services","ARRA",0.125985330830864,NA
"1235",2013,"Small","Domestic","Services","Disaster",0.252217345393841,NA
"1236",2013,"Small","Domestic","Services","OCO",0.0771139750874129,NA
"1237",2013,"Small","Domestic","Services","Residual",54.6822408225865,NA
"1238",2013,"Small","Domestic","R&D","ARRA",0.000727250011581937,38
"1239",2013,"Small","Domestic","R&D","Disaster",-0.000494019574731361,NA
"1240",2013,"Small","Domestic","R&D","OCO",0.096742831857532,39
"1241",2013,"Small","Domestic","R&D","Residual",5.31299541734512,NA
"1242",2013,"Small","Iraq","Products","Residual",0.00715467039960262,60
"1243",2013,"Small","Iraq","Services","OCO",-0.000260820333874074,4
"1244",2013,"Small","Iraq","Services","Residual",0.0685393861796904,137
"1245",2013,"Small","Regional Support","Products","OCO",0.000420233897450621,9
"1246",2013,"Small","Regional Support","Products","Residual",0.0165681625578068,164
"1247",2013,"Small","Regional Support","Services","Disaster",7.57415250552118e-06,1
"1248",2013,"Small","Regional Support","Services","OCO",0.000165867789186127,3
"1249",2013,"Small","Regional Support","Services","Residual",0.0555333471623563,1146
"1250",2013,"Small","Rest of World","Products","Disaster",0.00101164616931749,3
"1251",2013,"Small","Rest of World","Products","OCO",0.0236560652979258,52
"1252",2013,"Small","Rest of World","Products","Residual",0.319948062304362,4047
"1253",2013,"Small","Rest of World","Services","ARRA",1.53231919519665e-05,1
"1254",2013,"Small","Rest of World","Services","Disaster",0.00161132410315904,2
"1255",2013,"Small","Rest of World","Services","OCO",0.00845530332359334,19
"1256",2013,"Small","Rest of World","Services","Residual",0.677587683075452,6313
"1257",2013,"Small","Rest of World","R&D","Residual",0.0418889112387556,71
"1258",2014,"Big Five","Afghanistan","Products","OCO",0.127265829610031,1479
"1259",2014,"Big Five","Afghanistan","Products","Residual",0.00709756555520421,394
"1260",2014,"Big Five","Afghanistan","Services","ARRA",1.7524094656592e-05,2
"1261",2014,"Big Five","Afghanistan","Services","Disaster",0,1
"1262",2014,"Big Five","Afghanistan","Services","OCO",0.15428725472839,2859
"1263",2014,"Big Five","Afghanistan","Services","Residual",0.536923586485431,658
"1264",2014,"Big Five","Afghanistan","R&D","OCO",-0.000166265547441683,15
"1265",2014,"Big Five","Afghanistan","R&D","Residual",0.120485862917331,76
"1266",2014,"Big Five","Domestic","Products","ARRA",0.000421527493552107,10
"1267",2014,"Big Five","Domestic","Products","Disaster",0,1
"1268",2014,"Big Five","Domestic","Products","OCO",0.140453215062488,NA
"1269",2014,"Big Five","Domestic","Products","Residual",56.3988717400681,NA
"1270",2014,"Big Five","Domestic","Services","ARRA",0.0112098240658781,21
"1271",2014,"Big Five","Domestic","Services","Disaster",0.00161296646178728,10
"1272",2014,"Big Five","Domestic","Services","OCO",0.00126007256159687,NA
"1273",2014,"Big Five","Domestic","Services","Residual",24.7486257794409,NA
"1274",2014,"Big Five","Domestic","R&D","ARRA",-2.86825517879185e-05,3
"1275",2014,"Big Five","Domestic","R&D","Disaster",0.000570710973370645,3
"1276",2014,"Big Five","Domestic","R&D","OCO",0.00591722926717871,2
"1277",2014,"Big Five","Domestic","R&D","Residual",15.2001433867973,NA
"1278",2014,"Big Five","Iraq","Products","Residual",0.00267409168844847,179
"1279",2014,"Big Five","Iraq","Services","OCO",8.79541105457535e-05,2
"1280",2014,"Big Five","Iraq","Services","Residual",0.358624287418388,564
"1281",2014,"Big Five","Iraq","R&D","Residual",1.01221117858104e-05,2
"1282",2014,"Big Five","Regional Support","Products","OCO",0.00137065619069798,16
"1283",2014,"Big Five","Regional Support","Products","Residual",0.0237825895831719,1208
"1284",2014,"Big Five","Regional Support","Services","OCO",3.22450947625153e-05,81
"1285",2014,"Big Five","Regional Support","Services","Residual",0.127430307223179,1806
"1286",2014,"Big Five","Regional Support","R&D","Residual",0.0354366636767803,55
"1287",2014,"Big Five","Rest of World","Products","Disaster",1.52370684675465e-05,4
"1288",2014,"Big Five","Rest of World","Products","OCO",0.00109986093981849,51
"1289",2014,"Big Five","Rest of World","Products","Residual",0.360040138026098,26106
"1290",2014,"Big Five","Rest of World","Services","ARRA",0.00107588350603329,8
"1291",2014,"Big Five","Rest of World","Services","Disaster",2.02165987835163e-05,5
"1292",2014,"Big Five","Rest of World","Services","OCO",0.00158374387784395,111
"1293",2014,"Big Five","Rest of World","Services","Residual",1.26408708686257,30980
"1294",2014,"Big Five","Rest of World","R&D","OCO",8.22090977570587e-06,1
"1295",2014,"Big Five","Rest of World","R&D","Residual",0.0274701157395058,302
"1296",2014,"Large","Afghanistan","Products","OCO",0.01779607334163,28
"1297",2014,"Large","Afghanistan","Products","Residual",0.0202047517552166,33
"1298",2014,"Large","Afghanistan","Services","ARRA",0,1
"1299",2014,"Large","Afghanistan","Services","OCO",0.360965599804652,48853
"1300",2014,"Large","Afghanistan","Services","Residual",2.49181809806798,26929
"1301",2014,"Large","Afghanistan","R&D","Residual",0.117744514970542,41
"1302",2014,"Large","Domestic","Products","ARRA",0.0166117895788817,114
"1303",2014,"Large","Domestic","Products","Disaster",0.0106904202443404,25
"1304",2014,"Large","Domestic","Products","OCO",0.0532339890074762,55
"1305",2014,"Large","Domestic","Products","Residual",51.9796455519519,NA
"1306",2014,"Large","Domestic","Services","ARRA",0.0306190575166261,NA
"1307",2014,"Large","Domestic","Services","Disaster",0.327578342144627,404
"1308",2014,"Large","Domestic","Services","OCO",0.105040652938356,39
"1309",2014,"Large","Domestic","Services","Residual",62.0861436660344,NA
"1310",2014,"Large","Domestic","R&D","ARRA",0.00238903728051558,19
"1311",2014,"Large","Domestic","R&D","Disaster",-0.000273347470977828,9
"1312",2014,"Large","Domestic","R&D","Residual",18.862968940463,NA
"1313",2014,"Large","Iraq","Products","Residual",0.0203219686293718,28
"1314",2014,"Large","Iraq","Services","OCO",-0.00638645309719875,4
"1315",2014,"Large","Iraq","Services","Residual",-0.206486229126288,150
"1316",2014,"Large","Iraq","R&D","Residual",-0.000186725952220361,2
"1317",2014,"Large","Regional Support","Products","OCO",6.01986827495019e-05,2
"1318",2014,"Large","Regional Support","Products","Residual",0.834295920930685,265
"1319",2014,"Large","Regional Support","Services","OCO",0.220044281977562,131
"1320",2014,"Large","Regional Support","Services","Residual",1.25570475431487,25161
"1321",2014,"Large","Regional Support","R&D","Residual",-0.00858925400488844,3
"1322",2014,"Large","Rest of World","Products","ARRA",0.000191873360929239,3
"1323",2014,"Large","Rest of World","Products","OCO",0.00208835488902445,9
"1324",2014,"Large","Rest of World","Products","Residual",2.86309163843381,4366
"1325",2014,"Large","Rest of World","Services","Disaster",0,1
"1326",2014,"Large","Rest of World","Services","OCO",0.134517532578833,85
"1327",2014,"Large","Rest of World","Services","Residual",2.94547493831762,446355
"1328",2014,"Large","Rest of World","R&D","Disaster",0,1
"1329",2014,"Large","Rest of World","R&D","Residual",0.326845303555613,90
"1330",2014,"Medium","Afghanistan","Products","OCO",0.278860560598303,949
"1331",2014,"Medium","Afghanistan","Products","Residual",0.65085160056927,700
"1332",2014,"Medium","Afghanistan","Services","ARRA",1.90061990186767e-05,4
"1333",2014,"Medium","Afghanistan","Services","OCO",0.454992899121235,104669
"1334",2014,"Medium","Afghanistan","Services","Residual",1.50329477234392,4691
"1335",2014,"Medium","Afghanistan","R&D","OCO",-0.00116645704279734,6
"1336",2014,"Medium","Afghanistan","R&D","Residual",0.0298561003186757,12
"1337",2014,"Medium","Domestic","Products","ARRA",0.0234171010309652,NA
"1338",2014,"Medium","Domestic","Products","Disaster",0.0024645935808722,89
"1339",2014,"Medium","Domestic","Products","OCO",0.273028760481275,NA
"1340",2014,"Medium","Domestic","Products","Residual",23.8311778376138,NA
"1341",2014,"Medium","Domestic","Services","ARRA",0.0712718388553378,NA
"1342",2014,"Medium","Domestic","Services","Disaster",0.327250358430612,NA
"1343",2014,"Medium","Domestic","Services","OCO",0.0399803869075087,60
"1344",2014,"Medium","Domestic","Services","Residual",58.5326983481083,NA
"1345",2014,"Medium","Domestic","R&D","ARRA",0.00928823445508958,18
"1346",2014,"Medium","Domestic","R&D","Disaster",0.000500789034531423,7
"1347",2014,"Medium","Domestic","R&D","OCO",0,NA
"1348",2014,"Medium","Domestic","R&D","Residual",11.390492444513,NA
"1349",2014,"Medium","Iraq","Products","OCO",0,1
"1350",2014,"Medium","Iraq","Products","Residual",0.0120655740121863,137
"1351",2014,"Medium","Iraq","Services","OCO",0.00118204282857905,9
"1352",2014,"Medium","Iraq","Services","Residual",0.445898014290072,461
"1353",2014,"Medium","Iraq","R&D","Residual",-0.00390086453538952,5
"1354",2014,"Medium","Regional Support","Products","OCO",0.000502836250381149,20
"1355",2014,"Medium","Regional Support","Products","Residual",0.0500299289327379,1044
"1356",2014,"Medium","Regional Support","Services","OCO",0.0638838596934497,131
"1357",2014,"Medium","Regional Support","Services","Residual",0.796332612699562,490671
"1358",2014,"Medium","Regional Support","R&D","OCO",0.000980029963605701,46
"1359",2014,"Medium","Regional Support","R&D","Residual",0.000788939436842449,30
"1360",2014,"Medium","Rest of World","Products","ARRA",0,5
"1361",2014,"Medium","Rest of World","Products","Disaster",0.0013858535967036,8
"1362",2014,"Medium","Rest of World","Products","OCO",0.00316178464657925,43
"1363",2014,"Medium","Rest of World","Products","Residual",3.46799848074212,69010
"1364",2014,"Medium","Rest of World","Services","ARRA",0.000835486839713207,15
"1365",2014,"Medium","Rest of World","Services","Disaster",0.000284636719919794,8
"1366",2014,"Medium","Rest of World","Services","OCO",0.0351858374562823,120
"1367",2014,"Medium","Rest of World","Services","Residual",8.63857503597115,235250
"1368",2014,"Medium","Rest of World","R&D","OCO",0.00934757517723026,3
"1369",2014,"Medium","Rest of World","R&D","Residual",0.187346149969385,628
"1370",2014,"Small","Afghanistan","Products","OCO",0.00820306746864063,52
"1371",2014,"Small","Afghanistan","Products","Residual",0.0277936397641147,91
"1372",2014,"Small","Afghanistan","Services","OCO",0.498541709513484,4827
"1373",2014,"Small","Afghanistan","Services","Residual",0.342838142861677,5635
"1374",2014,"Small","Afghanistan","R&D","OCO",0,2
"1375",2014,"Small","Afghanistan","R&D","Residual",0.0135224667391872,36
"1376",2014,"Small","Domestic","Products","ARRA",0.0227445899955722,NA
"1377",2014,"Small","Domestic","Products","Disaster",0.00524188752258823,NA
"1378",2014,"Small","Domestic","Products","OCO",0.135428887876981,191
"1379",2014,"Small","Domestic","Products","Residual",26.0020441152208,NA
"1380",2014,"Small","Domestic","Services","ARRA",0.0158794046446834,NA
"1381",2014,"Small","Domestic","Services","Disaster",0.2075463516563,NA
"1382",2014,"Small","Domestic","Services","OCO",0.0370703790722913,NA
"1383",2014,"Small","Domestic","Services","Residual",60.9359930140723,NA
"1384",2014,"Small","Domestic","R&D","ARRA",-0.000279161576160559,6
"1385",2014,"Small","Domestic","R&D","Disaster",0.000229084427145134,8
"1386",2014,"Small","Domestic","R&D","OCO",0.00504188185605864,8
"1387",2014,"Small","Domestic","R&D","Residual",5.62573615119477,NA
"1388",2014,"Small","Iraq","Products","Residual",-0.000572237983225287,28
"1389",2014,"Small","Iraq","Services","OCO",0.000711098757165245,9
"1390",2014,"Small","Iraq","Services","Residual",0.040317473293442,104
"1391",2014,"Small","Regional Support","Products","OCO",0.00515270295286836,5
"1392",2014,"Small","Regional Support","Products","Residual",0.00784281080182598,216
"1393",2014,"Small","Regional Support","Services","OCO",0.00505994867030415,27
"1394",2014,"Small","Regional Support","Services","Residual",0.0926253119511957,1392
"1395",2014,"Small","Regional Support","R&D","Residual",0.00168358055165915,2
"1396",2014,"Small","Rest of World","Products","ARRA",-1.8675127494279e-06,2
"1397",2014,"Small","Rest of World","Products","Disaster",6.03404879668532e-05,1
"1398",2014,"Small","Rest of World","Products","OCO",0.000819735376191687,10
"1399",2014,"Small","Rest of World","Products","Residual",0.219420809707446,3793
"1400",2014,"Small","Rest of World","Services","OCO",0.0103056284252303,17
"1401",2014,"Small","Rest of World","Services","Residual",0.852358500146083,5171
"1402",2014,"Small","Rest of World","R&D","Residual",0.0311771302001453,74
"1403",2015,"Big Five","Afghanistan","Products","OCO",0.0334331538,239
"1404",2015,"Big Five","Afghanistan","Products","Residual",0.01387044735,146
"1405",2015,"Big Five","Afghanistan","Services","ARRA",0.009318133,1
"1406",2015,"Big Five","Afghanistan","Services","OCO",0.03433899946,764
"1407",2015,"Big Five","Afghanistan","Services","Residual",0.34923307336,726
"1408",2015,"Big Five","Afghanistan","R&D","OCO",-3.00007e-06,3
"1409",2015,"Big Five","Afghanistan","R&D","Residual",0.04119495134,27
"1410",2015,"Big Five","Domestic","Products","ARRA",0.00837213431,14
"1411",2015,"Big Five","Domestic","Products","Disaster",0,3
"1412",2015,"Big Five","Domestic","Products","OCO",0.13115936661,NA
"1413",2015,"Big Five","Domestic","Products","Residual",56.91036995329,NA
"1414",2015,"Big Five","Domestic","Services","ARRA",0.00695408515,20
"1415",2015,"Big Five","Domestic","Services","Disaster",0.00558220789,8
"1416",2015,"Big Five","Domestic","Services","OCO",0.01563329276,NA
"1417",2015,"Big Five","Domestic","Services","Residual",24.04198997754,NA
"1418",2015,"Big Five","Domestic","R&D","ARRA",0.0014671316,11
"1419",2015,"Big Five","Domestic","R&D","OCO",0,0
"1420",2015,"Big Five","Domestic","R&D","Residual",13.88010748053,NA
"1421",2015,"Big Five","Iraq","Products","Disaster",0.00019602414,32
"1422",2015,"Big Five","Iraq","Products","OCO",0.00827319244,202
"1423",2015,"Big Five","Iraq","Products","Residual",0.00280287714,68
"1424",2015,"Big Five","Iraq","Services","Disaster",0.00026903442,36
"1425",2015,"Big Five","Iraq","Services","OCO",0.00486575782,213
"1426",2015,"Big Five","Iraq","Services","Residual",0.38541543841,240
"1427",2015,"Big Five","Iraq","R&D","OCO",1.200686e-05,1
"1428",2015,"Big Five","Regional Support","Products","OCO",0.00307029652,96
"1429",2015,"Big Five","Regional Support","Products","Residual",0.02408423363,1267
"1430",2015,"Big Five","Regional Support","Services","OCO",0.00236144174,75
"1431",2015,"Big Five","Regional Support","Services","Residual",0.14919263818,1936
"1432",2015,"Big Five","Regional Support","R&D","Residual",0.05105131925,62
"1433",2015,"Big Five","Rest of World","Products","ARRA",1.44005e-05,1
"1434",2015,"Big Five","Rest of World","Products","Disaster",3.098346e-05,3
"1435",2015,"Big Five","Rest of World","Products","OCO",0.00530429356,195
"1436",2015,"Big Five","Rest of World","Products","Residual",0.36595507954,23259
"1437",2015,"Big Five","Rest of World","Services","ARRA",0.0001876692,5
"1438",2015,"Big Five","Rest of World","Services","Disaster",8.612997e-05,5
"1439",2015,"Big Five","Rest of World","Services","OCO",0.0950189363,232
"1440",2015,"Big Five","Rest of World","Services","Residual",1.6655182130302,31428
"1441",2015,"Big Five","Rest of World","R&D","ARRA",-1.224836e-05,1
"1442",2015,"Big Five","Rest of World","R&D","Residual",0.08025050243,257
"1443",2015,"Large","Afghanistan","Products","OCO",0.02503379503,27
"1444",2015,"Large","Afghanistan","Products","Residual",0.0166836074,35
"1445",2015,"Large","Afghanistan","Services","OCO",0.88396156271,35133
"1446",2015,"Large","Afghanistan","Services","Residual",0.84241857313,709
"1447",2015,"Large","Afghanistan","R&D","Residual",0.29672041429,67
"1448",2015,"Large","Domestic","Products","ARRA",0.02653628832,NA
"1449",2015,"Large","Domestic","Products","Disaster",0.00693837234,21
"1450",2015,"Large","Domestic","Products","OCO",0.01067767078,89
"1451",2015,"Large","Domestic","Products","Residual",51.0431230101025,NA
"1452",2015,"Large","Domestic","Services","ARRA",0.01856484165,NA
"1453",2015,"Large","Domestic","Services","Disaster",0.12438930439,NA
"1454",2015,"Large","Domestic","Services","OCO",0.02147904074,NA
"1455",2015,"Large","Domestic","Services","Residual",60.7803564193825,NA
"1456",2015,"Large","Domestic","R&D","ARRA",0.00552001773,51
"1457",2015,"Large","Domestic","R&D","Disaster",0.00092124511,10
"1458",2015,"Large","Domestic","R&D","OCO",0.01310750602,5
"1459",2015,"Large","Domestic","R&D","Residual",16.62925477644,NA
"1460",2015,"Large","Iraq","Products","OCO",0.01523554245,9
"1461",2015,"Large","Iraq","Products","Residual",0.00030555189,16
"1462",2015,"Large","Iraq","Services","OCO",0.0107472289,2
"1463",2015,"Large","Iraq","Services","Residual",0.02658678595,125
"1464",2015,"Large","Iraq","R&D","Residual",-0.00620278675,3
"1465",2015,"Large","Regional Support","Products","OCO",0.00486373684,5
"1466",2015,"Large","Regional Support","Products","Residual",0.57446177077,531
"1467",2015,"Large","Regional Support","Services","OCO",0.07186062737,66
"1468",2015,"Large","Regional Support","Services","Residual",0.8758702957,225166
"1469",2015,"Large","Rest of World","Products","OCO",0.00203111702,19
"1470",2015,"Large","Rest of World","Products","Residual",2.26064225857,8596
"1471",2015,"Large","Rest of World","Services","ARRA",0.0004478795,3
"1472",2015,"Large","Rest of World","Services","OCO",0.19336889128,90
"1473",2015,"Large","Rest of World","Services","Residual",3.04067030224,439821
"1474",2015,"Large","Rest of World","R&D","Residual",0.47805365832,70
"1475",2015,"Medium","Afghanistan","Products","OCO",0.00614068015,340
"1476",2015,"Medium","Afghanistan","Products","Residual",0.24610789764,978
"1477",2015,"Medium","Afghanistan","Services","ARRA",0,1
"1478",2015,"Medium","Afghanistan","Services","OCO",0.24217779275,41995
"1479",2015,"Medium","Afghanistan","Services","Residual",1.09158661226,988
"1480",2015,"Medium","Afghanistan","R&D","OCO",-4.82128e-06,3
"1481",2015,"Medium","Afghanistan","R&D","Residual",0.01847563728,7
"1482",2015,"Medium","Domestic","Products","ARRA",0.0023743818,NA
"1483",2015,"Medium","Domestic","Products","Disaster",0.00538936909,30
"1484",2015,"Medium","Domestic","Products","OCO",0.12658924033,NA
"1485",2015,"Medium","Domestic","Products","Residual",24.57377309966,NA
"1486",2015,"Medium","Domestic","Services","ARRA",0.06161476191,NA
"1487",2015,"Medium","Domestic","Services","Disaster",0.24924138242,NA
"1488",2015,"Medium","Domestic","Services","OCO",0.06811181865,NA
"1489",2015,"Medium","Domestic","Services","Residual",55.7418316685507,NA
"1490",2015,"Medium","Domestic","R&D","ARRA",0.00951003785,NA
"1491",2015,"Medium","Domestic","R&D","OCO",0.008275118,9
"1492",2015,"Medium","Domestic","R&D","Residual",11.7601483822596,NA
"1493",2015,"Medium","Iraq","Products","OCO",0.01505262665,246
"1494",2015,"Medium","Iraq","Products","Residual",0.00214410337,119
"1495",2015,"Medium","Iraq","Services","Disaster",0.00013820724,32
"1496",2015,"Medium","Iraq","Services","OCO",0.09698734463,245
"1497",2015,"Medium","Iraq","Services","Residual",0.43562568911,306
"1498",2015,"Medium","Iraq","R&D","OCO",0.00882243257,4
"1499",2015,"Medium","Iraq","R&D","Residual",0.001450163,3
"1500",2015,"Medium","Regional Support","Products","OCO",0.00426839937,115
"1501",2015,"Medium","Regional Support","Products","Residual",0.06485390098,1395
"1502",2015,"Medium","Regional Support","Services","OCO",0.01698718284,176
"1503",2015,"Medium","Regional Support","Services","Residual",1.23346380831,214222
"1504",2015,"Medium","Regional Support","R&D","Residual",-0.00234372032,29
"1505",2015,"Medium","Rest of World","Products","ARRA",-0.00021010859,20
"1506",2015,"Medium","Rest of World","Products","Disaster",2.46885000000001e-06,3
"1507",2015,"Medium","Rest of World","Products","OCO",0.00579752154,121
"1508",2015,"Medium","Rest of World","Products","Residual",2.77986350117,81018
"1509",2015,"Medium","Rest of World","Services","ARRA",0.00082234511,8
"1510",2015,"Medium","Rest of World","Services","Disaster",0.00022694789,3
"1511",2015,"Medium","Rest of World","Services","OCO",0.07453456216,136
"1512",2015,"Medium","Rest of World","Services","Residual",8.05746610129,502399
"1513",2015,"Medium","Rest of World","R&D","ARRA",0,1
"1514",2015,"Medium","Rest of World","R&D","Residual",0.46699881378,599
"1515",2015,"Small","Afghanistan","Products","OCO",0.00750144994,80
"1516",2015,"Small","Afghanistan","Products","Residual",0.00256183149,42
"1517",2015,"Small","Afghanistan","Services","OCO",0.24041898445,3124
"1518",2015,"Small","Afghanistan","Services","Residual",0.1526722089,356
"1519",2015,"Small","Afghanistan","R&D","Residual",0.00859699436,16
"1520",2015,"Small","Domestic","Products","ARRA",0.00602401322,NA
"1521",2015,"Small","Domestic","Products","Disaster",0.00544668926,NA
"1522",2015,"Small","Domestic","Products","OCO",0.03690341067,NA
"1523",2015,"Small","Domestic","Products","Residual",24.98458487713,NA
"1524",2015,"Small","Domestic","Services","ARRA",0.01684937657,NA
"1525",2015,"Small","Domestic","Services","Disaster",0.11160534923,NA
"1526",2015,"Small","Domestic","Services","OCO",0.06114893933,NA
"1527",2015,"Small","Domestic","Services","Residual",60.6207906327444,NA
"1528",2015,"Small","Domestic","R&D","ARRA",0.00533485948,21
"1529",2015,"Small","Domestic","R&D","Disaster",5.2e-05,2
"1530",2015,"Small","Domestic","R&D","OCO",0.01292018698,13
"1531",2015,"Small","Domestic","R&D","Residual",5.42736348867,NA
"1532",2015,"Small","Iraq","Products","OCO",2.86547800000001e-05,29
"1533",2015,"Small","Iraq","Products","Residual",0.00523035925,27
"1534",2015,"Small","Iraq","Services","OCO",0.00309790202,4
"1535",2015,"Small","Iraq","Services","Residual",0.01692881179,50
"1536",2015,"Small","Iraq","R&D","Residual",0,1
"1537",2015,"Small","Regional Support","Products","OCO",0.00028681522,14
"1538",2015,"Small","Regional Support","Products","Residual",0.07695233739,213
"1539",2015,"Small","Regional Support","Services","OCO",0.0271349104,12
"1540",2015,"Small","Regional Support","Services","Residual",0.12726445669,2931
"1541",2015,"Small","Regional Support","R&D","Residual",0.00032639912,3
"1542",2015,"Small","Rest of World","Products","ARRA",-4.79175e-06,1
"1543",2015,"Small","Rest of World","Products","Disaster",0.00019271017,2
"1544",2015,"Small","Rest of World","Products","OCO",0.00184345816,53
"1545",2015,"Small","Rest of World","Products","Residual",0.18093487348,4223
"1546",2015,"Small","Rest of World","Services","Disaster",-2.380972e-05,1
"1547",2015,"Small","Rest of World","Services","OCO",0.03287029168,63
"1548",2015,"Small","Rest of World","Services","Residual",1.10429658025,11347
"1549",2015,"Small","Rest of World","R&D","ARRA",5.971947e-05,1
"1550",2015,"Small","Rest of World","R&D","Residual",0.0547075886,87
