"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"6448",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","21 ","0416","KC-130J","B","Less: Advance Procurement (PY)","21 ","Add","U",2016,"Total",NA,NA,NA,NA,-16288,NA,NA,NA,0,NA
"6449",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","22 ","0416","KC-130J","C","Advance Procurement (CY)","22 ","Add","U",2016,"Total",NA,NA,NA,NA,24451,NA,NA,NA,0,NA
"6450",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0442","MQ-4 Triton","A","Weapon System Cost","23 ","Add","U",2016,"Total",NA,NA,NA,NA,514729,NA,NA,NA,3,NA
"6451",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","23 ","0442","MQ-4 Triton","B","Less: Advance Procurement (PY)","23 ","Add","U",2016,"Total",NA,NA,NA,NA,-20470,NA,NA,NA,0,NA
"6452",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","24 ","0442","MQ-4 Triton","C","Advance Procurement (CY)","24 ","Add","U",2016,"Total",NA,NA,NA,NA,54577,NA,NA,NA,0,NA
"6453",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","25 ","0443","MQ-8 UAV","A","Weapon System Cost","25 ","Add","U",2016,"Total",NA,NA,NA,NA,120020,NA,NA,NA,2,NA
"6454",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","26 ","0444","STUASL0 UAV","A","Weapon System Cost","26 ","Add","U",2016,"Total",NA,NA,NA,NA,58450,NA,NA,NA,3,NA
"6455",2016,"1506N","Aircraft Procurement, Navy","NAVY","04","Other Aircraft","01","Other Aircraft","27 ","0465","Other Support Aircraft","A","Weapon System Cost","27 ","Add","U",2016,"Total",NA,NA,NA,NA,0,NA,NA,NA,0,NA
"6456",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","28 ","0511","EA-6 Series","A","Weapon System Cost","28 ","Add","U",2016,"Total",NA,NA,NA,NA,9799,NA,NA,NA,0,NA
"6457",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","29 ","0513","AEA Systems","A","Weapon System Cost","29 ","Add","U",2016,"Total",NA,NA,NA,NA,23151,NA,NA,NA,0,NA
"6458",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","30 ","0514","AV-8 Series","A","Weapon System Cost","30 ","Add","U",2016,"Total",NA,NA,NA,NA,83255,NA,NA,NA,0,NA
"6459",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","31 ","0522","Adversary","A","Weapon System Cost","31 ","Add","U",2016,"Total",NA,NA,NA,NA,5816,NA,NA,NA,0,NA
"6460",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","32 ","0525","F-18 Series","A","Weapon System Cost","32 ","Add","U",2016,"Total",NA,NA,NA,NA,986756,NA,NA,NA,0,NA
"6461",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","33 ","0526","H-46 Series","A","Weapon System Cost","33 ","Add","U",2016,"Total",NA,NA,NA,NA,0,NA,NA,NA,0,NA
"6462",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","34 ","0528","H-53 Series","A","Weapon System Cost","34 ","Add","U",2016,"Total",NA,NA,NA,NA,46887,NA,NA,NA,0,NA
"6463",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","35 ","0530","SH-60 Series","A","Weapon System Cost","35 ","Add","U",2016,"Total",NA,NA,NA,NA,107728,NA,NA,NA,0,NA
"6464",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","36 ","0532","H-1 Series","A","Weapon System Cost","36 ","Add","U",2016,"Total",NA,NA,NA,NA,42315,NA,NA,NA,0,NA
"6465",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","37 ","0537","EP-3 Series","A","Weapon System Cost","37 ","Add","U",2016,"Total",NA,NA,NA,NA,48084,NA,NA,NA,0,NA
"6466",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","38 ","0538","P-3 Series","A","Weapon System Cost","38 ","Add","U",2016,"Total",NA,NA,NA,NA,3067,NA,NA,NA,0,NA
"6467",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","39 ","0544","E-2 Series","A","Weapon System Cost","39 ","Add","U",2016,"Total",NA,NA,NA,NA,20741,NA,NA,NA,0,NA
"6468",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","40 ","0549","Trainer A/C Series","A","Weapon System Cost","40 ","Add","U",2016,"Total",NA,NA,NA,NA,27980,NA,NA,NA,0,NA
"6469",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","41 ","0556","C-2A","A","Weapon System Cost","41 ","Add","U",2016,"Total",NA,NA,NA,NA,8157,NA,NA,NA,0,NA
"6470",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","42 ","0560","C-130 Series","A","Weapon System Cost","42 ","Add","U",2016,"Total",NA,NA,NA,NA,70335,NA,NA,NA,0,NA
"6471",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","43 ","0561","FEWSG","A","Weapon System Cost","43 ","Add","U",2016,"Total",NA,NA,NA,NA,633,NA,NA,NA,0,NA
"6472",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","44 ","0562","Cargo/Transport A/C Series","A","Weapon System Cost","44 ","Add","U",2016,"Total",NA,NA,NA,NA,8916,NA,NA,NA,0,NA
"6473",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","45 ","0564","E-6 Series","A","Weapon System Cost","45 ","Add","U",2016,"Total",NA,NA,NA,NA,185253,NA,NA,NA,0,NA
"6474",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","46 ","0566","Executive Helicopters Series","A","Weapon System Cost","46 ","Add","U",2016,"Total",NA,NA,NA,NA,76138,NA,NA,NA,0,NA
"6475",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","47 ","0567","Special Project Aircraft","A","Weapon System Cost","47 ","Add","U",2016,"Total",NA,NA,NA,NA,37900,NA,NA,NA,0,NA
"6476",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","48 ","0569","T-45 Series","A","Weapon System Cost","48 ","Add","U",2016,"Total",NA,NA,NA,NA,105439,NA,NA,NA,0,NA
"6477",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","49 ","0570","Power Plant Changes","A","Weapon System Cost","49 ","Add","U",2016,"Total",NA,NA,NA,NA,9917,NA,NA,NA,0,NA
"6478",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","50 ","0571","JPATS Series","A","Weapon System Cost","50 ","Add","U",2016,"Total",NA,NA,NA,NA,13537,NA,NA,NA,0,NA
"6479",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","51 ","0576","Common ECM Equipment","A","Weapon System Cost","51 ","Add","U",2016,"Total",NA,NA,NA,NA,204432,NA,NA,NA,0,NA
"6480",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","52 ","0577","Common Avionics Changes","A","Weapon System Cost","52 ","Add","U",2016,"Total",NA,NA,NA,NA,216733,NA,NA,NA,0,NA
"6481",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","53 ","0581","Common Defensive Weapon System","A","Weapon System Cost","53 ","Add","U",2016,"Total",NA,NA,NA,NA,3062,NA,NA,NA,0,NA
"6482",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","54 ","0582","ID Systems","A","Weapon System Cost","54 ","Add","U",2016,"Total",NA,NA,NA,NA,48206,NA,NA,NA,0,NA
"6483",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","55 ","0586","P-8 Series","A","Weapon System Cost","55 ","Add","U",2016,"Total",NA,NA,NA,NA,28492,NA,NA,NA,0,NA
"6484",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","56 ","0587","MAGTF EW for Aviation","A","Weapon System Cost","56 ","Add","U",2016,"Total",NA,NA,NA,NA,7680,NA,NA,NA,0,NA
"6485",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","57 ","0588","MQ-8 Series","A","Weapon System Cost","57 ","Add","U",2016,"Total",NA,NA,NA,NA,22464,NA,NA,NA,0,NA
"6486",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","58 ","0589","RQ-7 Series","A","Weapon System Cost","58 ","Add","U",2016,"Total",NA,NA,NA,NA,3773,NA,NA,NA,0,NA
"6487",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","59 ","0590","V-22 (Tilt/Rotor  ACFT) Osprey","A","Weapon System Cost","59 ","Add","U",2016,"Total",NA,NA,NA,NA,126108,NA,NA,NA,0,NA
"6488",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","60 ","0592","F-35 STOVL Series","A","Weapon System Cost","60 ","Add","U",2016,"Total",NA,NA,NA,NA,256106,NA,NA,NA,0,NA
"6489",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","61 ","0593","F-35 CV Series","A","Weapon System Cost","61 ","Add","U",2016,"Total",NA,NA,NA,NA,68527,NA,NA,NA,0,NA
"6490",2016,"1506N","Aircraft Procurement, Navy","NAVY","05","Modification of Aircraft","01","Modification of Aircraft","62 ","0595","QRC","A","Weapon System Cost","62 ","Add","U",2016,"Total",NA,NA,NA,NA,6885,NA,NA,NA,0,NA
"6491",2016,"1506N","Aircraft Procurement, Navy","NAVY","06","Aircraft Spares and Repair Parts","01","Aircraft Spares and Repair Parts","63 ","0605","Spares and Repair Parts","A","Weapon System Cost","63 ","Add","U",2016,"Total",NA,NA,NA,NA,1563515,NA,NA,NA,0,NA
"6492",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","64 ","0705","Common Ground Equipment","A","Weapon System Cost","64 ","Add","U",2016,"Total",NA,NA,NA,NA,450959,NA,NA,NA,0,NA
"6493",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","65 ","0715","Aircraft Industrial Facilities","A","Weapon System Cost","65 ","Add","U",2016,"Total",NA,NA,NA,NA,24953,NA,NA,NA,0,NA
"6494",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","66 ","0720","War Consumables","A","Weapon System Cost","66 ","Add","U",2016,"Total",NA,NA,NA,NA,42012,NA,NA,NA,0,NA
"6495",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","67 ","0725","Other Production Charges","A","Weapon System Cost","67 ","Add","U",2016,"Total",NA,NA,NA,NA,2455,NA,NA,NA,0,NA
"6496",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","68 ","0735","Special Support Equipment","A","Weapon System Cost","68 ","Add","U",2016,"Total",NA,NA,NA,NA,50859,NA,NA,NA,0,NA
"6497",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","69 ","0740","First Destination Transportation","A","Weapon System Cost","69 ","Add","U",2016,"Total",NA,NA,NA,NA,1801,NA,NA,NA,0,NA
"6498",2016,"1506N","Aircraft Procurement, Navy","NAVY","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","70 ","0790","Cancelled Account Adjustments","A","Weapon System Cost","70 ","Add","U",2016,"Total",NA,NA,NA,NA,0,NA,NA,NA,0,NA
"6499",2016,"1507N","Weapons Procurement, Navy","NAVY","01","Ballistic Missiles","02","Modification of Missiles","1  ","1250","Trident II Mods","A","Weapon System Cost","1  ","Add","U",2016,"Total",NA,NA,NA,NA,1099064,NA,NA,NA,0,NA
"6500",2016,"1507N","Weapons Procurement, Navy","NAVY","01","Ballistic Missiles","03","Support Equipment & Facilities","2  ","1350","Missile Industrial Facilities","A","Weapon System Cost","2  ","Add","U",2016,"Total",NA,NA,NA,NA,7748,NA,NA,NA,0,NA
"6501",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","01","Strategic Missiles","3  ","2101","Tomahawk","A","Weapon System Cost","3  ","Add","U",2016,"Total",NA,NA,NA,NA,184814,NA,NA,NA,100,NA
"6502",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","4  ","2206","AMRAAM","A","Weapon System Cost","4  ","Add","U",2016,"Total",NA,NA,NA,NA,192873,NA,NA,NA,167,NA
"6503",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","5  ","2209","Sidewinder","A","Weapon System Cost","5  ","Add","U",2016,"Total",NA,NA,NA,NA,96427,NA,NA,NA,227,NA
"6504",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","6  ","2230","JSOW","A","Weapon System Cost","6  ","Add","U",2016,"Total",NA,NA,NA,NA,21419,NA,NA,NA,0,NA
"6505",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","7  ","2234","Standard Missile","A","Weapon System Cost","7  ","Add","U",2016,"Total",NA,NA,NA,NA,435352,NA,NA,NA,113,NA
"6506",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","8  ","2242","Ram","A","Weapon System Cost","8  ","Add","U",2016,"Total",NA,NA,NA,NA,80826,NA,NA,NA,90,NA
"6507",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","9  ","2254","Hellfire","A","Weapon System Cost","9  ","Add","U",2016,"Total",NA,NA,NA,NA,0,NA,NA,NA,0,NA
"6508",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","10 ","2255","Laser Maverick","A","Weapon System Cost","10 ","Add","U",2016,"Total",NA,NA,NA,NA,3344,NA,NA,NA,0,NA
"6509",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","11 ","2264","Stand off Precision Guided Munitions (SOPGM)","A","Weapon System Cost","11 ","Add","U",2016,"Total",NA,NA,NA,NA,4265,NA,NA,NA,27,NA
"6510",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","12 ","2280","Aerial Targets","A","Weapon System Cost","12 ","Add","U",2016,"Total",NA,NA,NA,NA,40792,NA,NA,NA,0,NA
"6511",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","02","Tactical Missiles","13 ","2290","Other Missile Support","A","Weapon System Cost","13 ","Add","U",2016,"Total",NA,NA,NA,NA,3335,NA,NA,NA,0,NA
"6512",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification of Missiles","14 ","2307","ESSM","A","Weapon System Cost","14 ","Add","U",2016,"Total",NA,NA,NA,NA,44440,NA,NA,NA,30,NA
"6513",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification of Missiles","15 ","2307","ESSM","C","Advance Procurement (CY)","15 ","Add","U",2016,"Total",NA,NA,NA,NA,54462,NA,NA,NA,0,NA
"6514",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","03","Modification of Missiles","16 ","2327","Harm Mods","A","Weapon System Cost","16 ","Add","U",2016,"Total",NA,NA,NA,NA,122298,NA,NA,NA,0,NA
"6515",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","17 ","2420","Weapons Industrial Facilities","A","Weapon System Cost","17 ","Add","U",2016,"Total",NA,NA,NA,NA,2397,NA,NA,NA,0,NA
"6516",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","04","Support Equipment & Facilities","18 ","2433","Fleet Satellite Comm Follow-On","A","Weapon System Cost","18 ","Add","U",2016,"Total",NA,NA,NA,NA,39932,NA,NA,NA,0,NA
"6517",2016,"1507N","Weapons Procurement, Navy","NAVY","02","Other Missiles","05","Ordnance Support Equipment","19 ","2500","Ordnance Support Equipment","A","Weapon System Cost","19 ","Add","U",2016,"Total",NA,NA,NA,NA,57641,NA,NA,NA,0,NA
"6518",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","01","Torpedoes and Related Equip","20 ","3113","SSTD","A","Weapon System Cost","20 ","Add","U",2016,"Total",NA,NA,NA,NA,7380,NA,NA,NA,0,NA
"6519",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","01","Torpedoes and Related Equip","21 ","3117","MK-48 Torpedo","A","Weapon System Cost","21 ","Add","U",2016,"Total",NA,NA,NA,NA,65611,NA,NA,NA,8,NA
"6520",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","01","Torpedoes and Related Equip","22 ","3141","ASW Targets","A","Weapon System Cost","22 ","Add","U",2016,"Total",NA,NA,NA,NA,6912,NA,NA,NA,0,NA
"6521",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod of Torpedoes and Related Equip","23 ","3215","MK-54 Torpedo Mods","A","Weapon System Cost","23 ","Add","U",2016,"Total",NA,NA,NA,NA,113219,NA,NA,NA,0,NA
"6522",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod of Torpedoes and Related Equip","24 ","3225","MK-48 Torpedo ADCAP Mods","A","Weapon System Cost","24 ","Add","U",2016,"Total",NA,NA,NA,NA,63317,NA,NA,NA,0,NA
"6523",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","02","Mod of Torpedoes and Related Equip","25 ","3231","Quickstrike Mine","A","Weapon System Cost","25 ","Add","U",2016,"Total",NA,NA,NA,NA,13254,NA,NA,NA,0,NA
"6524",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","26 ","3301","Torpedo Support Equipment","A","Weapon System Cost","26 ","Add","U",2016,"Total",NA,NA,NA,NA,67701,NA,NA,NA,0,NA
"6525",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","03","Support Equipment","27 ","3302","ASW Range Support","A","Weapon System Cost","27 ","Add","U",2016,"Total",NA,NA,NA,NA,3699,NA,NA,NA,0,NA
"6526",2016,"1507N","Weapons Procurement, Navy","NAVY","03","Torpedoes and Related Equipment","04","Destination Transportation","28 ","2410","First Destination Transportation","A","Weapon System Cost","28 ","Add","U",2016,"Total",NA,NA,NA,NA,3342,NA,NA,NA,0,NA
"6527",2016,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","01","Guns and Gun Mounts","29 ","4129","Small Arms and Weapons","A","Weapon System Cost","29 ","Add","U",2016,"Total",NA,NA,NA,NA,11937,NA,NA,NA,0,NA
"6528",2016,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification of Guns and Gun Mounts","30 ","4205","CIWS Mods","A","Weapon System Cost","30 ","Add","U",2016,"Total",NA,NA,NA,NA,53147,NA,NA,NA,0,NA
"6529",2016,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification of Guns and Gun Mounts","31 ","4206","Coast Guard Weapons","A","Weapon System Cost","31 ","Add","U",2016,"Total",NA,NA,NA,NA,19022,NA,NA,NA,0,NA
"6530",2016,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification of Guns and Gun Mounts","32 ","4217","Gun Mount Mods","A","Weapon System Cost","32 ","Add","U",2016,"Total",NA,NA,NA,NA,67980,NA,NA,NA,0,NA
"6531",2016,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","02","Modification of Guns and Gun Mounts","33 ","4225","Airborne Mine Neutralization Systems","A","Weapon System Cost","33 ","Add","U",2016,"Total",NA,NA,NA,NA,19823,NA,NA,NA,0,NA
"6532",2016,"1507N","Weapons Procurement, Navy","NAVY","04","Other Weapons","04","Other","34 ","4500","Cancelled Account Adjustments","A","Weapon System Cost","34 ","Add","U",2016,"Total",NA,NA,NA,NA,0,NA,NA,NA,0,NA
"6533",2016,"1507N","Weapons Procurement, Navy","NAVY","06","Spares and Repair Parts","01","Spares and Repair Parts","35 ","6120","Spares and Repair Parts","A","Weapon System Cost","35 ","Add","U",2016,"Total",NA,NA,NA,NA,149725,NA,NA,NA,0,NA
"6534",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","1  ","0145","General Purpose Bombs","A","Weapon System Cost","1  ","Add","U",2016,"Total",NA,NA,NA,NA,110953,NA,NA,NA,0,NA
"6535",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","2  ","0151","Airborne Rockets, All Types","A","Weapon System Cost","2  ","Add","U",2016,"Total",NA,NA,NA,NA,78397,NA,NA,NA,0,NA
"6536",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","3  ","0155","Machine Gun Ammunition","A","Weapon System Cost","3  ","Add","U",2016,"Total",NA,NA,NA,NA,23943,NA,NA,NA,0,NA
"6537",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","4  ","0160","Practice Bombs","A","Weapon System Cost","4  ","Add","U",2016,"Total",NA,NA,NA,NA,40365,NA,NA,NA,0,NA
"6538",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","5  ","0180","Cartridges & Cart Actuated Devices","A","Weapon System Cost","5  ","Add","U",2016,"Total",NA,NA,NA,NA,49377,NA,NA,NA,0,NA
"6539",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","6  ","0182","Air Expendable Countermeasures","A","Weapon System Cost","6  ","Add","U",2016,"Total",NA,NA,NA,NA,71633,NA,NA,NA,0,NA
"6540",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","7  ","0194","JATOS","A","Weapon System Cost","7  ","Add","U",2016,"Total",NA,NA,NA,NA,2806,NA,NA,NA,0,NA
"6541",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","8  ","0198","LRLAP 6"" Long Range Attack Projectile","A","Weapon System Cost","8  ","Add","U",2016,"Total",NA,NA,NA,NA,11596,NA,NA,NA,0,NA
"6542",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","9  ","0250","5 Inch/54 Gun Ammunition","A","Weapon System Cost","9  ","Add","U",2016,"Total",NA,NA,NA,NA,35994,NA,NA,NA,0,NA
"6543",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","10 ","0266","Intermediate Caliber Gun Ammunition","A","Weapon System Cost","10 ","Add","U",2016,"Total",NA,NA,NA,NA,36715,NA,NA,NA,0,NA
"6544",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","11 ","0270","Other Ship Gun Ammunition","A","Weapon System Cost","11 ","Add","U",2016,"Total",NA,NA,NA,NA,50157,NA,NA,NA,0,NA
"6545",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","12 ","0335","Small Arms & Landing Party Ammo","A","Weapon System Cost","12 ","Add","U",2016,"Total",NA,NA,NA,NA,55536,NA,NA,NA,0,NA
"6546",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","13 ","0340","Pyrotechnic and Demolition","A","Weapon System Cost","13 ","Add","U",2016,"Total",NA,NA,NA,NA,12798,NA,NA,NA,0,NA
"6547",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","01","Proc Ammo, Navy","01","Navy Ammunition","14 ","0400","Ammunition Less Than $5 Million","A","Weapon System Cost","14 ","Add","U",2016,"Total",NA,NA,NA,NA,9143,NA,NA,NA,0,NA
"6548",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","15 ","1000","Small Arms Ammunition","A","Weapon System Cost","15 ","Add","U",2016,"Total",NA,NA,NA,NA,46848,NA,NA,NA,0,NA
"6549",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","16 ","1030","Linear Charges, All Types","A","Weapon System Cost","16 ","Add","U",2016,"Total",NA,NA,NA,NA,350,NA,NA,NA,0,NA
"6550",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","17 ","1050","40 Mm, All Types","A","Weapon System Cost","17 ","Add","U",2016,"Total",NA,NA,NA,NA,500,NA,NA,NA,0,NA
"6551",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","18 ","1083","60mm, All Types","A","Weapon System Cost","18 ","Add","U",2016,"Total",NA,NA,NA,NA,1849,NA,NA,NA,0,NA
"6552",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","19 ","1091","81mm, All Types","A","Weapon System Cost","19 ","Add","U",2016,"Total",NA,NA,NA,NA,1000,NA,NA,NA,0,NA
"6553",2016,"1508N","Procurement of Ammo, Navy & MC","NAVY","02","Proc Ammo, MC","01","Marine Corps Ammunition","20 ","1121","120mm, All Types","A","Weapon System Cost","20 ","Add","U",2016,"Total",NA,NA,NA,NA,24586,NA,NA,NA,0,NA
