"Account","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","FiscalYear","Actual","App","Base_App","Base_PB","OCO_App","OCO_PB","PB","Quant_Actual","Quant_App","Quant_Base_App","Quant_Base_PB","Quant_OCO_App","Quant_OCO_PB","Quant_PB"
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","C","C (FY 2016 for FY 2020) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","C","C (FY 2017 for FY 2020) (M)","Non-Add","U",2017,,,,248599,,0,248599,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2119","DDG 1000","A","Weapon System Cost","Add","U",2017,,,,271756,,0,271756,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","A","Weapon System Cost","Add","U",2017,,,,3393881,,0,3393881,,,,2,,0,2
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","B","Less: Advance Procurement (PY)","Add","U",2017,,,,-182589,,0,-182589,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","N","Completion PY Shipbuild for FY 2010","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","N","Completion PY Shipbuild for FY 2011","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","N","Completion PY Shipbuild for FY 2012","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","C","Advance Procurement (CY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","A","Weapon System Cost","Add","U",2017,,,,1125625,,0,1125625,,,,2,,0,2
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","B","Less: Advance Procurement (PY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","N","Completion PY Shipbuild for FY 2010","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","N","Completion PY Shipbuild for FY 2011","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","N","Completion PY Shipbuild for FY 2012","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","C","Advance Procurement (CY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","02","Other Warships","01","Other Warships","2127","Littoral Combat Ship","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3010","Amphibious Ship Replacement LX(R)","C","Advance Procurement (CY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3010","Amphibious Ship Replacement LX(R)","C","C (FY 2016 for FY 2020) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3036","LPD-17","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3036","LPD-17","B","Less: Advance Procurement (PY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3036","LPD-17","E","Less: Subsequent Full Funding (FY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3036","LPD-17","L","Subsequent Full Funding for FY 2015","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3036","LPD-17","N","Completion PY Shipbuild for FY 2009","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3036","LPD-17","N","Completion PY Shipbuild for FY 2012","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3039","Expeditionary Mobile Base (ESB)","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3041","LHA Replacement","A","Weapon System Cost","Add","U",2017,,,,3807172,,0,3807172,,,,1,,0,1
"1611N","03","Amphibious Ships","01","Amphibious Ships","3041","LHA Replacement","B","Less: Advance Procurement (PY)","Add","U",2017,,,,-505636,,0,-505636,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3041","LHA Replacement","E","Less: Subsequent Full Funding (FY)","Add","U",2017,,,,-1678512,,0,-1678512,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3041","LHA Replacement","C","Advance Procurement (CY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3041","LHA Replacement","C","C (FY 2015 for FY 2017) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3041","LHA Replacement","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3043","Expeditionary Fast Transport (EPF)","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3043","Expeditionary Fast Transport (EPF)","N","Completion PY Shipbuild for FY 2011","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3043","Expeditionary Fast Transport (EPF)","N","Completion PY Shipbuild for FY 2012","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","03","Amphibious Ships","01","Amphibious Ships","3043","Expeditionary Fast Transport (EPF)","N","Completion PY Shipbuild for FY 2013","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5025","TAO Fleet Oiler","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5025","TAO Fleet Oiler","C","Advance Procurement (CY)","Add","U",2017,,,,73079,,0,73079,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5025","TAO Fleet Oiler","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2017,,,,73079,,0,73079,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5035","TATS Fleet Ocean Tug","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5092","Moored Training Ship","A","Weapon System Cost","Add","U",2017,,,,864315,,0,864315,,,,1,,0,1
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5092","Moored Training Ship","B","Less: Advance Procurement (PY)","Add","U",2017,,,,-239788,,0,-239788,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5092","Moored Training Ship","C","Advance Procurement (CY)","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5092","Moored Training Ship","C","C (FY 2015 for FY 2017) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5092","Moored Training Ship","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5100","LCU 1700","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5110","Outfitting","A","Weapon System Cost","Add","U",2017,,,,666158,,0,666158,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5112","Ship to Shore Connector","A","Weapon System Cost","Add","U",2017,,,,128067,,0,128067,,,,2,,0,2
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5113","Service Craft","A","Weapon System Cost","Add","U",2017,,,,65192,,0,65192,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5139","LCAC SLEP","A","Weapon System Cost","Add","U",2017,,,,1774,,0,1774,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5212","YP Craft Maintenance/ROH/SLEP","A","Weapon System Cost","Add","U",2017,,,,21363,,0,21363,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5300","Completion of PY Shipbuilding Programs","A","Weapon System Cost","Add","U",2017,,,,160274,,0,160274,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5300","Completion of PY Shipbuilding Programs","S","LCS (MEMO NON ADD)","Non-Add","U",2017,,,,86000,,0,86000,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5300","Completion of PY Shipbuilding Programs","U","JHSV (MEMO NON ADD)","Non-Add","U",2017,,,,13255,,0,13255,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5300","Completion of PY Shipbuilding Programs","2","DDG (MEMO NON ADD)","Non-Add","U",2017,,,,15959,,0,15959,,,,0,,0,0
"1611N","05","Auxiliaries, Craft, and Prior-Year Program Costs","01","Auxiliaries, Craft and Prior Yr Program Cost","5300","Completion of PY Shipbuilding Programs","5","LPD 17 (MEMO NON ADD)","Non-Add","U",2017,,,,45060,,0,45060,,,,0,,0,0
"1810N","01","Ships Support Equipment","01","Ship Propulsion Equipment","0110","LM-2500 Gas Turbine","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","01","Ship Propulsion Equipment","0120","Allison 501k Gas Turbine","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","01","Ship Propulsion Equipment","0131","Surface Power Equipment","A","Weapon System Cost","Add","U",2017,,,,15514,,0,15514,,,,0,,0,0
"1810N","01","Ships Support Equipment","01","Ship Propulsion Equipment","0140","Hybrid Electric Drive (HED)","A","Weapon System Cost","Add","U",2017,,,,40132,,0,40132,,,,0,,0,0
"1810N","01","Ships Support Equipment","02","Generators","0200","Surface Combatant HM&E","A","Weapon System Cost","Add","U",2017,,,,29974,,0,29974,,,,0,,0,0
"1810N","01","Ships Support Equipment","06","Navigation Equipment","0670","Other Navigation Equipment","A","Weapon System Cost","Add","U",2017,,,,63942,,0,63942,,,,0,,0,0
"1810N","01","Ships Support Equipment","08","Periscopes","0831","Sub Periscopes & Imaging Equip","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0840","Sub Periscope, Imaging and Supt Equip Prog","A","Weapon System Cost","Add","U",2017,,,,136421,,0,136421,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0900","DDG Mod","A","Weapon System Cost","Add","U",2017,,,,367766,,0,367766,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0910","Firefighting Equipment","A","Weapon System Cost","Add","U",2017,,,,14743,,0,14743,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0925","Command and Control Switchboard","A","Weapon System Cost","Add","U",2017,,,,2140,,0,2140,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0933","LHA/LHD Midlife","A","Weapon System Cost","Add","U",2017,,,,24939,,0,24939,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0934","LCC 19/20 Extended Service Life Program","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0935","Pollution Control Equipment","A","Weapon System Cost","Add","U",2017,,,,20191,,0,20191,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0941","Submarine Support Equipment","A","Weapon System Cost","Add","U",2017,,,,8995,,0,8995,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0942","Virginia Class Support Equipment","A","Weapon System Cost","Add","U",2017,,,,66838,,0,66838,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0944","LCS Class Support Equipment","A","Weapon System Cost","Add","U",2017,,,,54823,,0,54823,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0945","Submarine Batteries","A","Weapon System Cost","Add","U",2017,,,,23359,,0,23359,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0946","LPD Class Support Equipment","A","Weapon System Cost","Add","U",2017,,,,40321,,0,40321,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0947","DDG 1000 Class Support Equipment","A","Weapon System Cost","Add","U",2017,,,,33404,,0,33404,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0950","Strategic Platform Support Equip","A","Weapon System Cost","Add","U",2017,,,,15836,,0,15836,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0955","DSSP Equipment","A","Weapon System Cost","Add","U",2017,,,,806,,0,806,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0960","CG Modernization","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0970","LCAC","A","Weapon System Cost","Add","U",2017,,,,3090,,0,3090,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0977","Underwater EOD Programs","A","Weapon System Cost","Add","U",2017,,,,24350,,0,24350,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0981","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2017,,,,88719,,0,88719,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0989","Chemical Warfare Detectors","A","Weapon System Cost","Add","U",2017,,,,2873,,0,2873,,,,0,,0,0
"1810N","01","Ships Support Equipment","09","Other Shipboard Equipment","0990","Submarine Life Support System","A","Weapon System Cost","Add","U",2017,,,,6043,,0,6043,,,,0,,0,0
"1810N","01","Ships Support Equipment","10","Reactor Plant Equipment","1010","Reactor Power Units","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","10","Reactor Plant Equipment","1020","Reactor Components","A","Weapon System Cost","Add","U",2017,,,,342158,,0,342158,,,,0,,0,0
"1810N","01","Ships Support Equipment","11","Ocean Engineering","1130","Diving and Salvage Equipment","A","Weapon System Cost","Add","U",2017,,,,8973,,0,8973,,,,0,,0,0
"1810N","01","Ships Support Equipment","12","Small Boats","1210","Standard Boats","A","Weapon System Cost","Add","U",2017,,,,43684,,0,43684,,,,0,,0,0
"1810N","01","Ships Support Equipment","13","Training Equipment","1320","Other Ships Training Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","14","Production Facilities Equipment","1445","Operating Forces Ipe","A","Weapon System Cost","Add","U",2017,,,,75421,,0,75421,,,,0,,0,0
"1810N","01","Ships Support Equipment","15","Other Ship Support","1480","Nuclear Alterations","A","Weapon System Cost","Add","U",2017,,,,172718,,0,172718,,,,0,,0,0
"1810N","01","Ships Support Equipment","15","Other Ship Support","1600","LCS Common Mission Modules Equipment","A","Weapon System Cost","Add","U",2017,,,,27840,,0,27840,,,,0,,0,0
"1810N","01","Ships Support Equipment","15","Other Ship Support","1601","LCS MCM Mission Modules","A","Weapon System Cost","Add","U",2017,,,,57146,,0,57146,,,,0,,0,0
"1810N","01","Ships Support Equipment","15","Other Ship Support","1602","LCS ASW Mission Modules","A","Weapon System Cost","Add","U",2017,,,,31952,,0,31952,,,,0,,0,0
"1810N","01","Ships Support Equipment","15","Other Ship Support","1603","LCS SUW Mission Modules","A","Weapon System Cost","Add","U",2017,,,,22466,,0,22466,,,,0,,0,0
"1810N","01","Ships Support Equipment","15","Other Ship Support","1605","Remote Minehunting System (RMS)","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","01","Ships Support Equipment","16","Logistic Support","1610","LSD Midlife","A","Weapon System Cost","Add","U",2017,,,,10813,,0,10813,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","02","Ship Sonars","2026","SPQ-9B Radar","A","Weapon System Cost","Add","U",2017,,,,14363,,0,14363,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","02","Ship Sonars","2136","AN/SQQ-89 Surf ASW Combat System","A","Weapon System Cost","Add","U",2017,,,,90029,,0,90029,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","02","Ship Sonars","2147","SSN Acoustics","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","02","Ship Sonars","2150","SSN Acoustic Equipment","A","Weapon System Cost","Add","U",2017,,,,248765,,0,248765,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","02","Ship Sonars","2176","Undersea Warfare Support Equipment","A","Weapon System Cost","Add","U",2017,,,,7163,,0,7163,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","02","Ship Sonars","2181","Sonar Switches and Transducers","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","03","ASW Electronic Equipment","2210","Submarine Acoustic Warfare System","A","Weapon System Cost","Add","U",2017,,,,21291,,0,21291,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","03","ASW Electronic Equipment","2213","SSTD","A","Weapon System Cost","Add","U",2017,,,,6893,,0,6893,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","03","ASW Electronic Equipment","2225","Fixed Surveillance System","A","Weapon System Cost","Add","U",2017,,,,145701,,0,145701,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","03","ASW Electronic Equipment","2237","SURTASS","A","Weapon System Cost","Add","U",2017,,,,36136,,0,36136,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","03","ASW Electronic Equipment","2246","Maritime Patrol and Reconnsaisance Force","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","04","Electronic Warfare Equipment","2312","AN/SLQ-32","A","Weapon System Cost","Add","U",2017,,,,274892,,0,274892,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","05","Reconnaissance Equipment","2360","Shipboard IW Exploit","A","Weapon System Cost","Add","U",2017,,,,170733,,0,170733,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","05","Reconnaissance Equipment","2361","Automated Identification System (AIS)","A","Weapon System Cost","Add","U",2017,,,,958,,0,958,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","06","Submarine Surveillance Equipment","2560","Submarine Support Equipment Prog","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2606","Cooperative Engagement Capability","A","Weapon System Cost","Add","U",2017,,,,22034,,0,22034,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2608","Trusted Information System (TIS)","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2611","Naval Tactical Command Support System (NTCSS)","A","Weapon System Cost","Add","U",2017,,,,12336,,0,12336,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2614","ATDLS","A","Weapon System Cost","Add","U",2017,,,,30105,,0,30105,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2618","Navy Command and Control System (NCCS)","A","Weapon System Cost","Add","U",2017,,,,4556,,0,4556,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2622","Minesweeping System Replacement","A","Weapon System Cost","Add","U",2017,,,,56675,,0,56675,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2624","Shallow Water MCM","A","Weapon System Cost","Add","U",2017,,,,8875,,0,8875,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2657","Navstar GPS Receivers (SPACE)","A","Weapon System Cost","Add","U",2017,,,,12752,,0,12752,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2666","American Forces Radio and TV Service","A","Weapon System Cost","Add","U",2017,,,,4577,,0,4577,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","07","Other Ship Electronic Equipment","2676","Strategic Platform Support Equip","A","Weapon System Cost","Add","U",2017,,,,8972,,0,8972,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","08","Training Equipment","2762","Other Training Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2815","Matcals","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2820","Ashore ATC Equipment","A","Weapon System Cost","Add","U",2017,,,,75068,,0,75068,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2830","Afloat ATC Equipment","A","Weapon System Cost","Add","U",2017,,,,33484,,0,33484,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2831","Shipboard Air Traffic Control","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2832","Automatic Carrier Landing System","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2840","National Air Space System","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2845","Fleet Air Traffic Control Systems","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2846","Landing Systems","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2851","ID Systems","A","Weapon System Cost","Add","U",2017,,,,22177,,0,22177,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","09","Aviation Electronic Equipment","2876","Naval Mission Planning Systems","A","Weapon System Cost","Add","U",2017,,,,14273,,0,14273,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2804","Deployable Joint Command & Control","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2900","Maritime Integrated Broadcast System","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2906","Tactical/Mobile C4I Systems","A","Weapon System Cost","Add","U",2017,,,,27927,,0,27927,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2914","DCGS-N","A","Weapon System Cost","Add","U",2017,,,,12676,,12000,24676,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2915","CANES","A","Weapon System Cost","Add","U",2017,,,,212030,,0,212030,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2920","RADIAC","A","Weapon System Cost","Add","U",2017,,,,8092,,0,8092,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2925","CANES-Intell","A","Weapon System Cost","Add","U",2017,,,,36013,,0,36013,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2940","GPETE","A","Weapon System Cost","Add","U",2017,,,,6428,,0,6428,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2950","MASF","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2960","Integ Combat System Test Facility","A","Weapon System Cost","Add","U",2017,,,,8376,,0,8376,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2970","EMI Control Instrumentation","A","Weapon System Cost","Add","U",2017,,,,3971,,0,3971,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","10","Other Shore Electronic Equipment","2980","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2017,,,,58721,,0,58721,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","11","Shipboard Communications","3010","Shipboard Tactical Communications","A","Weapon System Cost","Add","U",2017,,,,17366,,0,17366,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","11","Shipboard Communications","3050","Ship Communications Automation","A","Weapon System Cost","Add","U",2017,,,,102479,,0,102479,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","11","Shipboard Communications","3057","Communications Items Under $5M","A","Weapon System Cost","Add","U",2017,,,,10403,,0,10403,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","12","Submarine Communications","3107","Submarine Broadcast Support","A","Weapon System Cost","Add","U",2017,,,,34151,,0,34151,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","12","Submarine Communications","3130","Submarine Communication Equipment","A","Weapon System Cost","Add","U",2017,,,,64529,,0,64529,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","13","Satellite Communications","3215","Satellite Communications Systems","A","Weapon System Cost","Add","U",2017,,,,14414,,0,14414,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","13","Satellite Communications","3216","Navy Multiband Terminal (NMT)","A","Weapon System Cost","Add","U",2017,,,,38365,,0,38365,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","14","Shore Communications","3302","JCS Communications Equipment","A","Weapon System Cost","Add","U",2017,,,,4156,,0,4156,,,,0,,0,0
